principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,factoresprecio,numerofactor
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 112 mcg + levotiroxina sodica 112 mcg,mcg,Synthroid,Lafrancol,Medio,2
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 125 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 150 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 125 mcg,mcg,Tiroxin,Siegfried,Medio,2
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 150 mcg,mcg,Tiroxin,Siegfried,Medio,2
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 25 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 50 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 75 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 88 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 100 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 112 mcg + levotiroxina sodica 112 mcg,mcg,Synthroid,Lafrancol,Medio,2
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 125 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 150 mcg,mcg,Synthroid,Lafrancol,Alto,3
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 125 mcg,mcg,Tiroxin,Siegfried,Medio,2
levotiroxina sodica,Tableta o cápsula,levotiroxina sodica 150 mcg,mcg,Tiroxin,Siegfried,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina clorhidrato 20 mg,ml,Lidocaina,Corpaul,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina clorhidrato 2 g,g,Lidocaina,Proclin,Medio,2
lidocaina,Parche,"lidocaina clorhidrato 0,7 g",g,Versatis,Grunenthal,Medio,2
lidocaina,Solución o suspensión bucal,"lidocaina clorhidrato 0,55 g",ml,Nenedent,Procter & Gamble,Medio,2
lidocaina,Solución o suspensión bucal,"lidocaina 5,5 mg",ml,Chiquident Gotas,Novamed,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 10 mg,ml,Roxicaina 1%,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 10 mg,ml,Roxicaina 1%,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 20 mg,ml,Roxicaina 2%,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 20 mg,ml,Roxicaina 2%,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 36 mg,ml,Lidocaina Al 2%,New Stetic,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina 2 g,ml,Roxicaina Jalea,Ropsohn,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina 5 g,g,Roxicaina Pomada,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 10 mg,ml,Roxicaina 1%,Ropsohn,Bajo,1
lidocaina,Solución o suspensión tópica,lidocaina 80 g,ml,Roxicaina,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 200 mg,ml,Roxicaina 2%,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina clorhidrato 20 mg,ml,Lidocaina,Corpaul,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina clorhidrato 2 g,g,Lidocaina,Proclin,Medio,2
lidocaina,Parche,"lidocaina clorhidrato 0,7 g",g,Versatis,Grunenthal,Medio,2
lidocaina,Solución o suspensión bucal,"lidocaina 5,5 mg",ml,Chiquident Gotas,Novamed,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina 2 g,ml,Roxicaina Jalea,Ropsohn,Medio,2
lidocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina 5 g,g,Roxicaina Pomada,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 10 mg,ml,Roxicaina 1%,Ropsohn,Medio,2
lidocaina,Solución o suspensión tópica,lidocaina 80 g,ml,Roxicaina,Ropsohn,Medio,2
lidocaina,Solución o suspensión inyectable,lidocaina 200 mg,ml,Roxicaina 2%,Ropsohn,Medio,2
lidocaina + ciprofloxacina + betametasona,Solución o suspensión ótica,betametasona 1 mg + lidocaina clorhidrato 40 mg + ciprofloxacina 3 mg,ml,Triclimbac,Labquifar,Medio,2
lidocaina + ciprofloxacina + betametasona,Solución o suspensión ótica,betametasona 1 mg + lidocaina clorhidrato 40 mg + ciprofloxacina 3 mg,ml,Triclimbac,Labquifar,Medio,2
lidocaina + óxido de zinc +acetato de aluminio +hidrocortisona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina + óxido de zinc +acetato de aluminio +hidrocortisona,g,Xyloprocto,Aspen,Medio,2
lidocaina + óxido de zinc +acetato de aluminio +hidrocortisona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,lidocaina + óxido de zinc +acetato de aluminio +hidrocortisona,g,Xyloprocto,Aspen,Medio,2
lidocaina y epinefrina,Solución o suspensión inyectable,"epinefrina 0,0125 mg + lidocaina clorhidrato 20 mg",ml,Newcaina 2%,New Stetic,Medio,2
lidocaina y prilocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"prilocaina 2,5 g + lidocaina clorhidrato 2,5 g",g,Maxtime,Lafrancol,Medio,2
lidocaina y prilocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"prilocaina 2,5 g + lidocaina 2,5 g",g,Anestecin Crema,Ropsohn,Medio,2
lidocaina y prilocaina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"prilocaina 2,5 g + lidocaina clorhidrato 2,5 g",g,Maxtime,Lafrancol,Medio,2
lidocaina y tribenosida,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"lidocaina 2,12 g + tribenosida 5 g",g,Procto-Glyvenol Crema,Glaxosmithkline,Medio,2
lidocaina y tribenosida,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"lidocaina 2,12 g + tribenosida 5 g",g,Procto-Glyvenol Crema,Glaxosmithkline,Medio,2
lidocaina y tribenosido,Supositorio,lidocaina 40 mg + tribenosido 400 mg,mg,Procto-Glyvenol,Glaxosmithkline,Medio,2
lidocaina y tribenosido,Supositorio,lidocaina 40 mg + tribenosido 400 mg,mg,Procto-Glyvenol,Glaxosmithkline,Medio,2
limeciclina,Tableta o cápsula,limeciclina 150 mg,mg,Tetralysal,Galderma,Medio,2
limeciclina,Tableta o cápsula,limeciclina 150 mg,mg,Tetralysal,Galderma,Medio,2
linagliptina,Tableta o cápsula,linagliptina 5 mg,mg,Trayenta,Boehringer,Medio,2
linagliptina,Tableta o cápsula,linagliptina 5 mg,mg,Trayenta,Boehringer,Medio,2
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Benklamid,Bioquifar,Alto,3
lincomicina,Tableta o cápsula,lincomicina 500 mg,mg,Benklamid,Bioquifar,Medio,2
lincomicina,Solución o suspensión inyectable,lincomicina 300 mg,ml,Lincomicina,Bio Esteril,Bajo,1
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincofar,Profar,Medio,2
lincomicina,Solución o suspensión inyectable,lincomicina 300 mg,ml,Lincomicina,Vitalis,Alto,3
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Vitalis,Bajo,1
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Genfar,Bajo,1
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincocin,Pfizer,Alto,3
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Tecnoquimicas,Medio,2
lincomicina,Solución o suspensión inyectable,lincomicina 300 mg,ml,Lincomicina,Bio Esteril,Alto,3
lincomicina,Solución o suspensión inyectable,lincomicina 300 mg,ml,Lincomicina,Vitalis,Bajo,1
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Vitalis,Bajo,1
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Genfar,Medio,2
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincocin,Pfizer,Alto,3
lincomicina,Solución o suspensión inyectable,lincomicina 600 mg,ml,Lincomicina,Tecnoquimicas,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 600 mg,ml,Liolid,Baxter,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Biozolida,Biofluidos & Farma,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Envyliz,Amarey Novamedical,Alto,3
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Lozyd,Corpaul,Bajo,1
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Lizolid,Stein,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Dilozeld-Uf,Advance Scientific,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,mg,Zyvoxid,Pfizer,Alto,3
linezolid,Tableta o cápsula,linezolid 600 mg,mg,Zyvoxid,Pfizer,Alto,3
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Litasina,Mega Labs,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Zolidone,Ads Pharma,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Mezolide,Biospifar,Medio,2
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Kabizolid,Fresenius,Bajo,1
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Lozyd,Corpaul,Bajo,1
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Lizolid,Stein,Alto,3
linezolid,Solución o suspensión inyectable,linezolid 2 mg,ml,Dilozeld-Uf,Advance Scientific,Medio,2
linezolida,Tableta o cápsula,linezolida 600 mg,mg,Biozolida,Biofluidos & Farma,Medio,2
liraglutida,Solución o suspensión inyectable,liraglutida 6 mg,ml,Victoza,Novo Nordisk,Alto,3
liraglutida,Solución o suspensión inyectable,liraglutida 6 mg,ml,Saxenda,Novo Nordisk,Bajo,1
liraglutida,Solución o suspensión inyectable,liraglutida 6 mg,ml,Victoza,Novo Nordisk,Medio,2
liraglutida,Solución o suspensión inyectable,liraglutida 6 mg,ml,Saxenda,Novo Nordisk,Medio,2
liraglutida y insulina degludec,Solución o suspensión inyectable,"liraglutida 3,6 mg + insulina degludec 100 ui",ml,Xultophy,Novo Nordisk,Medio,2
liraglutida y insulina degludec,Solución o suspensión inyectable,"liraglutida 3,6 mg + insulina degludec 100 ui",ml,Xultophy,Novo Nordisk,Medio,2
lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis.,Tableta o cápsula,"lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis. 3,5 mg",mg,Broncho Vaxom Niños,Om,Medio,2
lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis.,Tableta o cápsula,lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis. 7 mg,mg,Broncho-Vaxomadultos,Om,Medio,2
lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis.,Tableta o cápsula,"lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis. 3,5 mg",mg,Broncho Vaxom Niños,Om,Medio,2
lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis.,Tableta o cápsula,lisados bacterianos liofilizados de haemophilus influenzae. streptococcus (diplococcus) pneumoniae. klebsiella pneumoniae ssp pneumoniae y ssp ozaenae. staphylococcus aureus. streptococcus pyogenes y sanguinis (viridans). moraxella (branhamella/neisseria) catarrhalis. 7 mg,mg,Broncho-Vaxomadultos,Om,Medio,2
lisdexanfetamina,Tableta o cápsula,lisdexanfetamina 30 mg,mg,Samexid,Lafrancol,Medio,2
lisdexanfetamina,Tableta o cápsula,lisdexanfetamina 30 mg,mg,Samexid,Lafrancol,Medio,2
lisina,Tableta o cápsula,lisina 125 mg + lisina 5 mg,mg,Benrelax,Tecnoquimicas,Alto,3
lisina,Tableta o cápsula,lisina 125 mg + lisina 5 mg,mg,Clonixinato + Ciclobenzaprina,Mk,Bajo,1
lisina,Tableta o cápsula,lisina 125 mg + lisina 5 mg,mg,Benrelax,Tecnoquimicas,Medio,2
lisinopril,Tableta o cápsula,lisinopril 5 mg,mg,Lisipril,Lafrancol,Medio,2
lisinopril,Tableta o cápsula,lisinopril 20 mg,mg,Lisipril,Lafrancol,Medio,2
lisinopril,Tableta o cápsula,lisinopril 10 mg,mg,Lisipril,Lafrancol,Medio,2
lisinopril,Tableta o cápsula,lisinopril 5 mg,mg,Lisipril,Lafrancol,Medio,2
lisinopril,Tableta o cápsula,lisinopril 20 mg,mg,Lisipril,Lafrancol,Medio,2
lisinopril,Tableta o cápsula,lisinopril 10 mg,mg,Lisipril,Lafrancol,Medio,2
lomitapida,Tableta o cápsula,lomitapida 20 mg,mg,Juxtapid,Amyrt,Medio,2
lomitapida,Tableta o cápsula,lomitapida 5 mg,mg,Juxtapid,Amyrt,Medio,2
lomitapida,Tableta o cápsula,lomitapida 10 mg,mg,Juxtapid,Amyrt,Medio,2
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Pangetan,Tecnoquimicas,Alto,3
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Stomalix,America,Bajo,1
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Sanofi Aventis,Medio,2
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Laproff,Bajo,1
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Ecar,Medio,2
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida Clorhidrato,Mk,Alto,3
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Pangetan,Tecnoquimicas,Alto,3
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Sanofi Aventis,Bajo,1
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Laproff,Medio,2
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida,Ecar,Medio,2
loperamida,Tableta o cápsula,loperamida 2 mg,mg,Loperamida Clorhidrato,Mk,Medio,2
lopinavir y ritonavir,Tableta o cápsula,lopinavir 200 mg + ritonavir 50 mg,mg,Ritopin,Hetero Labs,Medio,2
lopinavir y ritonavir,Tableta o cápsula,lopinavir 200 mg + ritonavir 50 mg,mg,Ritopin,Hetero Labs,Bajo,1
lopinavir y ritonavir,Tableta o cápsula,ritonavir 50 mg + lopinavir 200 mg,mg,Lovir,Legrand,Medio,2
lopinavir y ritonavir,Tableta o cápsula,lopinavir 200 mg + ritonavir 50 mg,mg,Lopinavir Y Ritonavir,Aurobindo,Alto,3
loratadina,Solución o suspensión oral,"loratadina 0,1 g",ml,Loratadina,Laproff,Medio,2
loratadina,Jarabe,"loratadina 0,1 g",ml,Histapen,Comerfar,Alto,3
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Histapen,Comerfar,Alto,3
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Pauly,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Alerclar,Coopidrogas,Bajo,1
loratadina,Jarabe,"loratadina 0,1 mg",ml,Alerclar,Coopidrogas,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Pentacoop,Bajo,1
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Pentacoop,Medio,2
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Licol,Bajo,1
loratadina,Solución o suspensión oral,loratadina 100 mg,ml,Loratadina,Best,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Best,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Eutarpan,Bioquifar,Alto,3
loratadina,Jarabe,"loratadina 0,1 g",ml,Lordinex Jarabe,Novamed,Medio,2
loratadina,Jarabe,loratadina 100 mg,ml,Eutarpan,Bioquifar,Alto,3
loratadina,Jarabe,"loratadina 0,1 g",ml,Loratadina,La Sante,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Laproff,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Lordinex,Novamed,Alto,3
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,American Generics,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Tecnoquimicas,Alto,3
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Tecnofar,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,La Sante,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Memphis,Medio,2
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina Jarabe,Memphis,Medio,2
loratadina,Jarabe,"loratadina 0,1 g",ml,Loratadina Jarabe,Winthrop,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Sanofi Aventis,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Colmed,Medio,2
loratadina,Solución o suspensión oral,"loratadina 0,1 g",ml,Loratadina,Laproff,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Pauly,Alto,3
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Pentacoop,Alto,3
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Pentacoop,Medio,2
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Licol,Bajo,1
loratadina,Solución o suspensión oral,loratadina 100 mg,ml,Loratadina,Best,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Best,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Eutarpan,Bioquifar,Bajo,1
loratadina,Jarabe,"loratadina 0,1 g",ml,Lordinex Jarabe,Novamed,Alto,3
loratadina,Jarabe,loratadina 100 mg,ml,Eutarpan,Bioquifar,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Laproff,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Lordinex,Novamed,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,American Generics,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Tecnoquimicas,Alto,3
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina,Tecnofar,Medio,2
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Memphis,Medio,2
loratadina,Jarabe,loratadina 100 mg,ml,Loratadina Jarabe,Memphis,Alto,3
loratadina,Jarabe,"loratadina 0,1 g",ml,Loratadina Jarabe,Winthrop,Bajo,1
loratadina,Tableta o cápsula,loratadina 10 mg,mg,Loratadina,Sanofi Aventis,Medio,2
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Ativan,Pfizer,Alto,3
lorazepam,Tableta o cápsula,lorazepam 1 mg,mg,Ativan,Pfizer,Medio,2
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Lorazepam,Laproff,Bajo,1
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Lorazepam,Sanofi Aventis,Medio,2
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Ativan,Pfizer,Alto,3
lorazepam,Tableta o cápsula,lorazepam 1 mg,mg,Ativan,Pfizer,Medio,2
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Lorazepam,Laproff,Medio,2
lorazepam,Tableta o cápsula,lorazepam 2 mg,mg,Lorazepam,Sanofi Aventis,Bajo,1
l-ornitina-l-aspartatato,Polvos o granulados,l-ornitina-l-aspartatato 3 g,g,Hepa- Merz,Merz Pharmaceuticals,Medio,2
l-ornitina-l-aspartatato,Solución o suspensión inyectable,l-ornitina-l-aspartatato 5 g,ml,Hepa-Merz,Merz Pharmaceuticals,Medio,2
l-ornitina-l-aspartatato,Polvos o granulados,l-ornitina-l-aspartatato 3 g,g,Hepa- Merz,Merz Pharmaceuticals,Medio,2
l-ornitina-l-aspartatato,Solución o suspensión inyectable,l-ornitina-l-aspartatato 5 g,ml,Hepa-Merz,Merz Pharmaceuticals,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Arapres-Anzg,Anzg,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,La Sante,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,American Generics,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Laboratorios Richmond,Bajo,1
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Satoren,Bussié,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Memphis,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Sanofi Aventis,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losarten,Bioquifar,Medio,2
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Losarten,Bioquifar,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Best,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losan,Coopidrogas,Bajo,1
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Losartan Potásico,Sandoz,Bajo,1
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Satoren,Bussié,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Laproff,Bajo,1
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Losartan,Tecnoquimicas,Medio,2
losartan,Tableta o cápsula,losartan 100 mg,mg,Losartán Potásico,Grimann,Medio,2
losartan,Tableta o cápsula,losartan 50 mg,mg,Losartán Potásico,Grimann,Bajo,1
losartan,Tableta o cápsula,losartan 50 mg,mg,Losartan,Ecar,Bajo,1
losartan,Tableta o cápsula,losartan 50 mg,mg,Artana,Eurofarma,Medio,2
losartan,Tableta o cápsula,losartan 50 mg,mg,Tensofar,Novamed,Medio,2
losartan,Tableta o cápsula,losartan 100 mg,mg,Tensofar,Novamed,Medio,2
losartan,Tableta o cápsula,losartan 100 mg,mg,Losartán Potásico,La Sante,Medio,2
losartan,Tableta o cápsula,losartan 100 mg,mg,Losartan Potasico,Laproff,Bajo,1
losartan,Tableta o cápsula,losartan 100 mg,mg,Losartan,Ecar,Bajo,1
losartan,Tableta o cápsula,losartan 50 mg,mg,Losartan,Mk,Alto,3
losartan,Tableta o cápsula,losartan 100 mg,mg,Cozaar,Merck Sharp Dome,Alto,3
losartan,Tableta o cápsula,losartan 50 mg,mg,Cozaar,Merck Sharp Dome,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,La Sante,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,American Generics,Bajo,1
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Satoren,Bussié,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Memphis,Alto,3
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Sanofi Aventis,Bajo,1
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losarten,Bioquifar,Medio,2
losartan,Tableta o cápsula,losartan potasico 100 mg,mg,Losarten,Bioquifar,Medio,2
losartan,Tableta o cápsula,losartan potasico 50 mg,mg,Losartan,Best,Medio,2
